                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     54,                 1.0613,                0.56598,                 1.1256,                0.83408,                0.72971,                0.79352,                 0.4651,                 1.3908,                0.69361,                 1.3256,              0.0009506,              0.0009506,              0.0009506
                     55,                 1.0569,                0.56687,                 1.1235,                0.86002,                0.72025,                0.80189,                0.46935,                 1.4186,                0.70483,                 1.3299,              0.0009308,              0.0009308,              0.0009308
                     56,                 1.0529,                0.56655,                 1.1198,                0.86786,                0.73838,                0.79455,                0.46052,                 1.3935,                0.68612,                 1.3415,               0.000911,               0.000911,               0.000911
                     57,                 1.0332,                0.55713,                 1.1216,                0.84432,                 0.7431,                0.80191,                0.46403,                 1.4081,                0.67098,                 1.3258,              0.0008912,              0.0008912,              0.0008912
                     58,                 1.0345,                0.55464,                 1.1071,                0.84185,                0.74389,                0.80762,                0.46484,                 1.3966,                0.66837,                  1.332,              0.0008714,              0.0008714,              0.0008714
                     59,                 1.0155,                0.54547,                 1.1029,                0.84906,                0.72892,                0.79321,                0.45426,                 1.4005,                0.69006,                 1.3403,              0.0008516,              0.0008516,              0.0008516
                     60,                 1.0144,                 0.5452,                  1.105,                0.85335,                0.72971,                0.79385,                0.45793,                 1.3936,                0.69662,                 1.3277,              0.0008318,              0.0008318,              0.0008318
                     61,                 1.0002,                0.53704,                 1.0924,                0.86055,                0.73916,                0.79696,                0.46523,                 1.3848,                0.69084,                  1.324,               0.000812,               0.000812,               0.000812
                     62,                0.98983,                0.53173,                  1.085,                 0.8432,                0.75335,                0.80525,                0.46505,                  1.418,                0.69134,                 1.3443,              0.0007922,              0.0007922,              0.0007922
                     63,                0.99497,                0.52932,                 1.0924,                 0.8669,                0.73397,                0.79927,                0.47028,                 1.3965,                0.68733,                 1.3393,              0.0007724,              0.0007724,              0.0007724
                     64,                0.98653,                0.52691,                 1.0784,                 0.8559,                0.72892,                0.79948,                0.46296,                 1.4013,                0.69326,                 1.3478,              0.0007526,              0.0007526,              0.0007526
                     65,                0.98959,                0.52744,                 1.0844,                0.84667,                0.73128,                0.79928,                0.46461,                 1.3952,                0.67484,                 1.3489,              0.0007328,              0.0007328,              0.0007328
                     66,                0.97846,                0.52324,                 1.0856,                0.86737,                0.72971,                0.79693,                0.46853,                 1.3917,                0.67064,                 1.3322,               0.000713,               0.000713,               0.000713
                     67,                0.95601,                0.51149,                 1.0622,                0.85327,                0.74547,                0.80102,                 0.4602,                 1.3946,                0.67869,                 1.3473,              0.0006932,              0.0006932,              0.0006932
                     68,                0.94092,                0.50472,                 1.0608,                0.86778,                0.73439,                0.81054,                0.47285,                 1.3975,                0.68559,                 1.3549,              0.0006734,              0.0006734,              0.0006734
                     69,                0.94398,                0.50818,                  1.068,                0.84782,                0.74195,                0.79313,                 0.4573,                 1.4099,                0.67999,                 1.3602,              0.0006536,              0.0006536,              0.0006536
                     70,                0.94853,                0.50392,                 1.0652,                0.87469,                0.71316,                0.78474,                0.45877,                 1.4122,                0.71414,                  1.356,              0.0006338,              0.0006338,              0.0006338
                     71,                0.93324,                0.50143,                 1.0524,                0.84302,                0.72787,                0.79948,                0.46652,                 1.4105,                0.67936,                 1.3579,               0.000614,               0.000614,               0.000614
                     72,                0.93435,                0.49964,                 1.0535,                0.85732,                0.72734,                 0.7947,                0.46422,                 1.4058,                0.69844,                 1.3539,              0.0005942,              0.0005942,              0.0005942
                     73,                0.92643,                0.50029,                 1.0531,                0.84088,                0.75099,                0.79735,                 0.4622,                 1.4124,                0.68381,                 1.3682,              0.0005744,              0.0005744,              0.0005744
                     74,                0.92035,                0.48748,                 1.0467,                0.85848,                0.73995,                0.79582,                0.45701,                 1.4078,                0.67293,                 1.3688,              0.0005546,              0.0005546,              0.0005546
                     75,                0.90409,                0.48108,                 1.0381,                0.84561,                0.74704,                0.80289,                0.46983,                 1.3956,                 0.6599,                 1.3497,              0.0005348,              0.0005348,              0.0005348
                     76,                0.88612,                0.47605,                  1.031,                0.84413,                0.74682,                0.80388,                0.47022,                 1.3928,                0.67251,                 1.3533,               0.000515,               0.000515,               0.000515
                     77,                0.88275,                0.47132,                  1.039,                0.85783,                0.73444,                0.79396,                0.46162,                 1.3971,                0.67531,                 1.3534,              0.0004952,              0.0004952,              0.0004952
                     78,                0.88192,                0.47077,                  1.038,                0.86984,                0.73444,                0.80198,                0.46539,                 1.4117,                 0.6839,                 1.3642,              0.0004754,              0.0004754,              0.0004754
                     79,                0.88469,                0.47097,                 1.0371,                0.87928,                0.72322,                0.80005,                0.46663,                 1.3979,                 0.6645,                 1.3554,              0.0004556,              0.0004556,              0.0004556
                     80,                0.88226,                0.47165,                  1.034,                0.84065,                 0.7431,                0.79366,                 0.4584,                 1.4033,                0.67674,                 1.3608,              0.0004358,              0.0004358,              0.0004358
                     81,                 0.8668,                0.46648,                 1.0301,                0.86177,                0.74074,                0.79586,                0.46565,                 1.3997,                0.67033,                 1.3553,               0.000416,               0.000416,               0.000416
                     82,                 0.8618,                0.45936,                 1.0159,                0.84971,                 0.7485,                0.79744,                0.46932,                 1.3955,                0.67774,                 1.3669,              0.0003962,              0.0003962,              0.0003962
                     83,                0.84937,                0.45558,                 1.0206,                0.86545,                0.74002,                0.80394,                0.46616,                 1.4094,                0.68227,                 1.3747,              0.0003764,              0.0003764,              0.0003764
                     84,                0.84554,                0.45218,                 1.0076,                0.86542,                0.73522,                0.79712,                0.46987,                  1.405,                0.67284,                 1.3685,              0.0003566,              0.0003566,              0.0003566
                     85,                 0.8588,                0.45835,                 1.0208,                 0.8502,                0.74468,                0.80066,                0.46846,                 1.3985,                0.66417,                 1.3675,              0.0003368,              0.0003368,              0.0003368
                     86,                0.83322,                0.45277,                 1.0105,                0.86689,                0.73391,                0.80554,                0.46993,                 1.4117,                0.67376,                 1.3736,               0.000317,               0.000317,               0.000317
                     87,                0.83071,                0.44225,                 1.0028,                0.85396,                0.73729,                0.79283,                0.46665,                 1.4017,                0.67764,                 1.3717,              0.0002972,              0.0002972,              0.0002972
                     88,                0.81645,                0.43972,                 1.0021,                 0.8534,                0.74547,                0.79862,                0.46547,                 1.4065,                0.67069,                  1.376,              0.0002774,              0.0002774,              0.0002774
                     89,                0.83365,                0.44798,                 1.0093,                0.86493,                0.74941,                0.80195,                0.46837,                 1.3999,                 0.6706,                 1.3724,              0.0002576,              0.0002576,              0.0002576
                     90,                 0.8235,                0.44182,                 1.0013,                0.85435,                0.73916,                0.79914,                0.46454,                 1.4074,                 0.6742,                 1.3707,              0.0002378,              0.0002378,              0.0002378
                     91,                0.79104,                0.41391,                0.98431,                0.86344,                0.72743,                0.78606,                0.45769,                 1.4296,                0.68572,                 1.3886,               0.000218,               0.000218,               0.000218
                     92,                0.77288,                0.40288,                0.97412,                0.84564,                0.74783,                0.79086,                0.46268,                 1.4065,                0.67736,                 1.3887,              0.0001982,              0.0001982,              0.0001982
                     93,                0.75688,                0.39899,                0.96972,                0.86666,                 0.7273,                0.78679,                0.45642,                 1.4299,                0.70114,                 1.4015,              0.0001784,              0.0001784,              0.0001784
                     94,                0.74797,                0.39398,                0.96817,                0.84432,                0.75219,                0.79479,                0.46568,                 1.4084,                0.67262,                  1.392,              0.0001586,              0.0001586,              0.0001586
                     95,                0.74423,                0.39326,                0.96955,                0.87158,                0.72892,                0.80172,                0.46221,                 1.4351,                0.67913,                 1.4023,              0.0001388,              0.0001388,              0.0001388
                     96,                 0.7418,                 0.3926,                0.96046,                0.86522,                0.74361,                0.79993,                0.46409,                 1.4115,                0.67661,                 1.3902,               0.000119,               0.000119,               0.000119
                     97,                0.73152,                0.38776,                0.96278,                0.87183,                0.75256,                0.79976,                0.46726,                 1.4071,                0.67429,                 1.3893,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.72398,                0.38211,                 0.9571,                0.86458,                0.74468,                0.79948,                0.47015,                 1.4047,                0.67344,                 1.3883,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.71368,                0.38048,                0.94822,                0.86731,                0.74173,                0.79696,                 0.4659,                  1.409,                0.67452,                 1.3912,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.71113,                0.37617,                0.95148,                 0.8551,                 0.7502,                0.79433,                0.46576,                 1.4141,                0.67545,                 1.3952,               3.98e-05,               3.98e-05,               3.98e-05
