                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     59,                 1.2978,                0.75235,                 1.2299,                0.83044,                0.71001,                0.76837,                0.44271,                 1.4234,                 0.7392,                 1.2765,              0.0008516,              0.0008516,              0.0008516
                     60,                 1.2929,                0.74331,                 1.2291,                0.87201,                0.70055,                0.77108,                0.44394,                 1.4381,                0.74048,                 1.2819,              0.0008318,              0.0008318,              0.0008318
                     61,                 1.3033,                0.75309,                 1.2262,                0.86674,                0.70292,                0.77684,                0.44792,                  1.443,                0.74223,                 1.2736,               0.000812,               0.000812,               0.000812
                     62,                 1.2781,                0.73489,                 1.2119,                0.86222,                0.70025,                0.78679,                0.45773,                 1.4159,                0.72689,                 1.2619,              0.0007922,              0.0007922,              0.0007922
                     63,                 1.2792,                0.72876,                 1.2188,                0.87404,                0.68354,                0.77009,                0.43921,                 1.4275,                0.74654,                 1.2701,              0.0007724,              0.0007724,              0.0007724
                     64,                  1.277,                0.72685,                 1.2052,                0.84257,                0.71699,                0.78367,                0.45342,                 1.4334,                0.73088,                 1.2765,              0.0007526,              0.0007526,              0.0007526
                     65,                 1.2808,                 0.7354,                 1.2123,                 0.8586,                 0.7034,                0.78354,                 0.4521,                 1.4161,                0.72936,                 1.2673,              0.0007328,              0.0007328,              0.0007328
                     66,                 1.2696,                0.72635,                  1.212,                0.88506,                0.68479,                 0.7822,                0.45095,                 1.4334,                0.73848,                 1.2699,               0.000713,               0.000713,               0.000713
                     67,                  1.258,                0.71643,                 1.1918,                0.86672,                0.68156,                0.76834,                0.44664,                 1.4448,                 0.7443,                 1.2793,              0.0006932,              0.0006932,              0.0006932
                     68,                 1.2442,                0.71213,                 1.1922,                0.86917,                0.69819,                0.77669,                0.44744,                 1.4351,                0.72832,                 1.2754,              0.0006734,              0.0006734,              0.0006734
                     69,                 1.2351,                0.71036,                 1.1947,                0.86903,                 0.6911,                0.77248,                0.44769,                 1.4404,                0.74575,                 1.2798,              0.0006536,              0.0006536,              0.0006536
                     70,                 1.2442,                0.70526,                 1.1918,                0.85587,                0.69255,                0.77548,                0.45416,                  1.432,                 0.7261,                 1.2778,              0.0006338,              0.0006338,              0.0006338
                     71,                 1.2356,                0.70392,                 1.1838,                0.81748,                0.71646,                0.77634,                0.45377,                 1.4095,                0.73435,                 1.2689,               0.000614,               0.000614,               0.000614
                     72,                 1.2347,                 0.7002,                 1.1822,                0.86091,                0.69425,                0.77847,                0.45378,                 1.4277,                0.74068,                 1.2753,              0.0005942,              0.0005942,              0.0005942
                     73,                 1.2298,                0.69704,                 1.1847,                0.85033,                0.70213,                0.77669,                0.44756,                 1.4358,                0.73239,                 1.2827,              0.0005744,              0.0005744,              0.0005744
                     74,                 1.2188,                0.68684,                 1.1767,                0.84625,                0.70055,                0.77513,                0.44985,                 1.4351,                0.72547,                 1.2785,              0.0005546,              0.0005546,              0.0005546
                     75,                 1.2095,                0.68395,                 1.1669,                0.84881,                0.71158,                0.78013,                0.45726,                 1.4247,                0.72673,                 1.2803,              0.0005348,              0.0005348,              0.0005348
                     76,                 1.1963,                0.67868,                 1.1641,                0.83829,                0.70922,                0.77511,                0.45613,                 1.4151,                0.72613,                 1.2735,               0.000515,               0.000515,               0.000515
                     77,                 1.1925,                0.67341,                 1.1696,                0.84945,                0.71316,                 0.7843,                0.45598,                 1.4212,                0.72487,                  1.284,              0.0004952,              0.0004952,              0.0004952
                     78,                 1.1888,                0.67294,                 1.1681,                0.87588,                0.69031,                0.78479,                0.45478,                 1.4093,                0.71638,                 1.2821,              0.0004754,              0.0004754,              0.0004754
                     79,                 1.1934,                0.67174,                 1.1666,                0.85643,                0.71451,                0.78469,                0.45075,                 1.4265,                0.72774,                 1.2827,              0.0004556,              0.0004556,              0.0004556
                     80,                 1.2053,                 0.6767,                 1.1686,                0.86888,                0.70493,                0.77671,                0.45064,                 1.4324,                0.73638,                 1.2787,              0.0004358,              0.0004358,              0.0004358
                     81,                 1.1733,                0.66759,                 1.1593,                0.84529,                0.70764,                0.78089,                0.44576,                 1.4399,                0.72937,                 1.2899,               0.000416,               0.000416,               0.000416
                     82,                 1.1788,                0.66278,                 1.1469,                0.86142,                0.71519,                0.78687,                 0.4514,                 1.4301,                0.72645,                 1.2883,              0.0003962,              0.0003962,              0.0003962
                     83,                 1.1738,                0.66268,                 1.1594,                0.85648,                0.71481,                0.78705,                0.45359,                 1.4345,                0.71881,                 1.2874,              0.0003764,              0.0003764,              0.0003764
                     84,                 1.1639,                0.65667,                 1.1391,                0.86508,                0.69582,                0.77943,                0.45002,                 1.4189,                0.72481,                 1.2775,              0.0003566,              0.0003566,              0.0003566
                     85,                 1.1745,                0.65734,                  1.152,                0.84969,                 0.7171,                0.78078,                0.45194,                 1.4238,                 0.7321,                 1.2811,              0.0003368,              0.0003368,              0.0003368
                     86,                 1.1563,                0.65368,                 1.1413,                 0.8641,                0.69819,                 0.7798,                0.44941,                 1.4234,                0.72185,                 1.2785,               0.000317,               0.000317,               0.000317
                     87,                 1.1574,                0.64538,                 1.1339,                0.86531,                0.68849,                0.78086,                 0.4499,                  1.428,                0.72387,                 1.2882,              0.0002972,              0.0002972,              0.0002972
                     88,                 1.1428,                0.64273,                  1.134,                0.85106,                0.71595,                0.78264,                0.45021,                 1.4341,                0.72615,                 1.2919,              0.0002774,              0.0002774,              0.0002774
                     89,                 1.1577,                0.65183,                 1.1391,                0.83771,                0.72104,                0.78455,                0.45357,                 1.4246,                0.72589,                 1.2892,              0.0002576,              0.0002576,              0.0002576
                     90,                 1.1597,                0.64442,                 1.1367,                0.83524,                0.71474,                0.78208,                0.45145,                 1.4144,                0.71787,                 1.2848,              0.0002378,              0.0002378,              0.0002378
                     91,                 1.1095,                0.61699,                 1.1202,                0.83247,                0.70094,                0.76266,                0.43617,                  1.447,                0.73896,                 1.2972,               0.000218,               0.000218,               0.000218
                     92,                 1.0803,                0.59381,                  1.102,                0.83698,                0.71237,                  0.771,                0.44276,                 1.4418,                0.72929,                 1.3018,              0.0001982,              0.0001982,              0.0001982
                     93,                  1.065,                0.58576,                 1.0989,                0.86758,                0.70055,                0.77565,                0.44242,                 1.4469,                0.73248,                 1.3092,              0.0001784,              0.0001784,              0.0001784
                     94,                 1.0641,                 0.5805,                 1.0969,                0.85129,                0.72177,                0.77922,                0.44785,                 1.4247,                0.72788,                 1.2905,              0.0001586,              0.0001586,              0.0001586
                     95,                 1.0586,                0.58087,                 1.0979,                0.85026,                0.70686,                0.77619,                0.44828,                 1.4365,                0.72389,                 1.2971,              0.0001388,              0.0001388,              0.0001388
                     96,                 1.0568,                0.58203,                 1.0886,                0.83909,                0.70922,                0.77604,                0.44723,                 1.4337,                0.72258,                 1.2996,               0.000119,               0.000119,               0.000119
                     97,                  1.049,                0.57237,                 1.0897,                0.85516,                0.70719,                0.77751,                0.44772,                 1.4289,                0.72368,                 1.3041,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                 1.0395,                0.56666,                 1.0845,                0.84349,                 0.7108,                0.77589,                0.44757,                 1.4368,                0.72174,                 1.3016,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                 1.0354,                  0.562,                  1.078,                0.84454,                0.71065,                0.77518,                0.44987,                 1.4225,                0.72033,                 1.2953,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                 1.0294,                0.56019,                 1.0777,                0.85933,                0.70528,                0.77286,                  0.447,                 1.4273,                0.72685,                  1.299,               3.98e-05,               3.98e-05,               3.98e-05
